Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;CONTRÔLE DESCRIPTION;Type de contrôle;Méthode de contrôle;Proba;Gravité;Financier;RH;Image;Juridique;Client;Criticité;maturité CI
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Réaliser les estimations pour les opérations de clôture comptable (Provisions CA);Risque de non fiabilité de l'information pour le pilotage;Indisponibilité des données des SI (Oracle, Hyperion, Décisionnel);;;;;;;;- Autonomie pour extraire données dans Oracle, Hyperion- Mise à disposition des données par DEI et correction au besoin;Préventif;Manuelle;3;1;1;;;;;3;1
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Réaliser les estimations pour les opérations de clôture comptable (Provisions CA);Risque de non fiabilité de l'information pour le pilotage;Non fiabilité des données;;;;;;;;- Estimation au besoin en l'absence des données- correction des estimations le mois suivant- analyse de cohérence des données- validation des BR avec les patrons des BU et des échanges réguliers;Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Réaliser les estimations pour les opérations de clôture comptable (Provisions CA);Risque de non fiabilité de l'information pour le pilotage;Absentéisme/ indisponibilité des RH;;;;;;;;Back up / polyvalence des agents;Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Réaliser les estimations pour les opérations de clôture comptable (Provisions CA);Risque de non fiabilité de l'information pour le pilotage;Déficit de compétence sur le Business P/L;;;;;;;;Coaching des équipes par le chef de département et les chefs de service déjà formés pour montée en compétence des équipes;Préventif;Manuelle;2;1;1;;;;;2;2
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Réaliser les estimations pour les opérations de clôture comptable (Provisions CA);Risque de non fiabilité de l'information pour le pilotage;Erreur d'imputation analytique;;;;;;;;Comptable analytique et supervision par chef de service;Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Réaliser les estimations pour les opérations de clôture comptable (Provisions CA);Risque de non fiabilité de l'information pour le pilotage;Retard de production;;;;;;;;Retroplanning en fonction des contraintes GroupePlanning des BR (Business Review);Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Réaliser les estimations pour les opérations de clôture comptable (Provisions CA);Risque de non fiabilité de l'information pour le pilotage;Non fiabilité des estimations;;;;;;;;- Objectif 3% d'écart entre prévisions et réalisations- Estimations suivant le bon sens;Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Réaliser les estimations pour les opérations de clôture comptable (Provisions CA);Risque de non fiabilité de l'information pour le pilotage;Non fiabilité des estimations;;;;;;;;Analyse de la performance des BU- Suivi des PA - Faits marquants qualitatifs;Détectif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Elaborer le budget des BU;Risque de non fiabilité de l'information pour le pilotage;Non fiabilité des prévisions;;;;;;;;Séance de validation CGE, DFC, DGA . Budget orienté CA et gros postes de dépensesEstimations en relation avec les BU;Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le Contrôle de gestion BU;Animer le Contrôle de gestion BU;SNT DFC \ CGBU;Elaborer le budget des BU;Risque de non fiabilité de l'information pour le pilotage;Retard de production du budget;;;;;;;;Planning budgétaire;Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Animer les cycles de gestion (budget, plan et reprévisions …);Risque de non fiabilité de l'information pour le pilotage;Décorélation avec la vision stratégique;;;;;;;;Exercice annuel de replanification stratégique pour lequel le budget de l'année N+1 est le 1e exercice.Budget élaboré et aligné sur les dernières orientation stratégiques du Groupe (Ex PE 2016 et Conquetes 2015, plan strat Orange 2014 - 2018);Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Animer les cycles de gestion (budget, plan et reprévisions …);Risque de non fiabilité de l'information pour le pilotage;Impacts environnementaux défavorables;;;;;;;;Le contexte économique ainsi que les dernières évolutions règlementaires sont rappelées et prises en compte dans les directives budgétaires.Orientation stratégique 2015 : maintien du niveau de rentabilité dans un contexte de decroissance du chiffre d'affaire.Leviers : plan de maitrise des charges, developpement des relais de croissance, evolution de la structure de coûts pour absorber les impacts négatifs des mesures fiscales et reglementaires défavorables;Préventif;Manuelle;3;1;1;;;;;3;1
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Animer les cycles de gestion (budget, plan et reprévisions …);Risque de non fiabilité de l'information pour le pilotage;Non conformité des prévisions par rapport aux attentes;;;;;;;;Mise en place d'un processus de reprevisions continue du budget ( Rolling forecast et high level forecast HLF);Préventif;Manuelle;2;1;1;;;;;2;2
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Animer les cycles de gestion (budget, plan et reprévisions …);Risque de non fiabilité de l'information pour le pilotage;Non conformité des prévisions par rapport aux attentes;;;;;;;;Les prévisions budgétaires sont basées sur l'historique tempéré par l'intégration des élements d'analyse du business actualisé;Préventif;Manuelle;2;1;1;;;;;2;2
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Animer les cycles de gestion (budget, plan et reprévisions …);Risque de non fiabilité de l'information pour le pilotage;Non conformité des prévisions par rapport aux attentes;;;;;;;;Des reprévisions budgétaires sont effectuées 3 fois dans l'année pour les engagements vis-à-vis du Groupe;Préventif;Manuelle;2;1;1;;;;;2;2
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Animer les cycles de gestion (budget, plan et reprévisions …);Risque de non fiabilité de l'information pour le pilotage;Non conformité des prévisions par rapport aux attentes;;;;;;;;Processus d'élaboration du budget :  - Définition des ODG et du cadre budgétaire de l'année à venir- publication des directives budgétaires dans Intracom, - publication du planning d'élaboration du buget dans Intracom- Understanding meeting avec les BU opérationnels pour partage du cadrage- Soumission du projet par les entités operationnelles dans Hypérion - pré-arbitrage par DFC - arbitrage final par la DG - budget ensuite validé par le DFC, FT et le DG avant approbation par le conseil d'administration;Préventif;Manuelle;2;1;1;;;;;2;2
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Animer les cycles de gestion (budget, plan et reprévisions …);Risque de non fiabilité de l'information pour le pilotage;Non prise en compte de certains postes de charge dans le budget;;;;;;;;Toutes les rubriques concernées des états financiers sont prises en compte pour l'établissement des états financiers prévisionnels (capex, PNL et cash);Préventif;Manuelle;1;1;1;;;;;1;3
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Piloter la performance;Risque de non fiabilité de l'information financière; Non fiabilité du reporting CAPEX :  Réalisations indiquées sur le reporting CAPEX basées sur les factures reçues des fournisseurs et non sur l’avancement réel des chantiers;;;;;;;;Mise en production de Oracle project pour avoir une analyse détaillé du capex projet ITNLa certification des factures par les CR demandeurs permet de s'assurer de la non surfacturation des prestations.;Préventif;Manuelle;1;3;1;;4;;;3;3
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Piloter la performance;Risque de non fiabilité de l'information financière; Non fiabilité du reporting CAPEX :  Réalisations indiquées sur le reporting CAPEX basées sur les factures reçues des fournisseurs et non sur l’avancement réel des chantiers;;;;;;;;Les factures reçues non encore livrées (commandes facturées non encore réceptionnées) sont enregistrées en immobilisations en cours.;Préventif;Manuelle;1;3;1;;4;;;3;3
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Piloter la performance;Risque de non fiabilité de l'information financière;Absence d'analyse de la rentabilité des projets;;;;;;;;Analyse de la rentabilité des projets effectuée : un Business Plan (BP) est établi pour chaque projet avec le jalon 4 du TTM;Préventif;Manuelle;1;3;1;;4;;;3;3
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Piloter la performance;Risque de non fiabilité de l'information financière;Absence de modèle de coûts;;;;;;;;Existence d'un Service dédié au calcul des coûts à supprimer;Préventif;Manuelle;1;3;1;;4;;;3;3
Assurer la gestion financière et comptable;Animer le contrôle de gestion;Animer le contrôle de gestion;SNT DFC \ CGE;Piloter la performance;Risque de non fiabilité de l'information financière;Non autorisation de transfert de crédits budgétaires d'une ligne sur une autre;;;;;;;;La procédure n'autorise que le transfert de crédits entre charges de même nature.Validation des transferts de crédit par le DG si ces transferts qui ne sont pas de même nature;Préventif;Manuelle;1;3;1;;4;;;3;3
