Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;CONTRÔLE DESCRIPTION;Type de contrôle;Méthode de contrôle;Proba;Gravité;Financier;RH;Image;Juridique;Client;Criticité;maturité CI
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque d'une communication non maîtrisée ou inadaptée;Méconnaissance de l'impact des campagnes de communication (Pas d'outil de mesure de l'efficacité des campagnes);;;;;;;;Enquêtes post comm pour s'assurer de l'efficacité de la campagne;Détectif;Manuelle;3;2;1;;2;;2;5;1
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque de non respect des dispositions juridiques et règlementaires;Utilisation non autorisée d'image sons,…;;;;;;;;- Utilisation des images de la médiathèque- l'agence signe un contrat autorisant l'utilisation de l'image des figurants. Une copie de ce contrat est conservée - Accès au site Brand Orange où sont disponibles tous les outils comm avec les dates de validité;Préventif;Manuelle;1;2;2;;2;3;;2;3
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque d'une communication non maîtrisée ou inadaptée;Visibilité insuffisante dans le réseau commercial (manque d'adressage du réseau);;;;;;;;- Mise en place d'un plan marketing PME et PMI avec un volet sur la visibilité - Mise en place d'un kit de visibilité dans tous les espaces pros des agences- Implication de la comm dans les plans d'animation opérationnels;Préventif;Manuelle;2;2;1;;2;;2;3;2
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque d'une communication non maîtrisée ou inadaptée;Insuffisance de la communication;;;;;;;;Elaboration d'un brief pour chaque campagne par le marketing fourni à la commProposition d'un plan media par la comm au marketing pour validation Contrôle disponibilité budget comm avant les campagnesEnquêtes post comm pour s'assurer de l'efficacité de la campagne;Préventif;Manuelle;1;2;1;;2;;2;2;3
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque d'une communication non maîtrisée ou inadaptée;Plan de communication inadapté;;;;;;;;- test des plan de com lors FUT et focus groupe        - Mesure de la notoriété à travers:  --- Enquêtes post comm pour s'assurer de l'efficacité de la campagne --- brand tracking --- Etudes canaux de comm et notoriété marque OBS;Détectif;Manuelle;1;2;1;;2;;2;2;3
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque d'une communication non maîtrisée ou inadaptée;Retard de lancement des campagnes de communication (mauvaise coordination avec agence);;;;;;;; - Coordination avec marketing: brief marketing et de com sont envoyés à temps - Suivi des dossiers en coDME - Progress: Suivi avancement hebdomadaire avec l'agence - Check list de lancement des campagnes produit;Préventif;Manuelle;1;2;1;;2;;2;2;3
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque d'une communication non maîtrisée ou inadaptée;Décalage entre la roadmap marketing/communication;;;;;;;;- Alignements des objectifs marketing et com- Co-construction des roadmap marketing et com- Bilan mensuel sur les roadmap- coordination marketing/communication - 'Elaboration d'un brief pour chaque campagne par le marketing fourni à la comm - Revue hebdo ;Préventif;Manuelle;1;2;1;;2;;2;2;3
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer une offre entreprise;Risque de manque de performance économique des offres/projets;Mauvais positionnement offre par rapport aux besoins des clients ;;;;;;;;#NOM?;Préventif;Manuelle;2;2;2;;1;;;3;2
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer une offre entreprise;Risque de manque de performance économique des offres/projets;Choix d'investissement (cherté techno ou solution);;;;;;;; - Tenue d'un CI qui arbitre sur les choix techno présidé par DGA selon les montants - Chaque projet dispose de son BP - CMO validé par le CoSTrat;Préventif;Manuelle;1;2;2;;1;;;2;3
Développer (les marchés, produits, services, la communication), vendre, facturer, recouvrer et gérer la relation avec les clients Entreprises et Etat ;Assurer la Communication ClientsEntreprises et État;Assurer la Communication ClientsEntreprises et État;SNT DDE \ DM;Elaborer une offre entreprise;Risque de manque de performance économique des offres/projets;Guerre des prix imposée par la concurrence;;;;;;;;- Positionnement marketing orienté valeur plutôt que prix- proposition d'OSM pour aligner les prix;Préventif;Manuelle;4;2;2;;1;;;6;1
