Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;CONTRÔLE DESCRIPTION;Type de contrôle;Méthode de contrôle;Proba;Gravité;Financier;RH;Image;Juridique;Client;Criticité;maturité CI
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Localisation des serveurs en miroir ou cluster dans la même salle voire la même baie;;;;;;;;Toutes les applications mirorées sont installées au Technopole et à MédinaSeule FCC n'est pas dans ce cas de figure car l'investissement n'était pas justifié;Préventif;Manuelle;1;2;1;1;2;;2;2;3
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Dysfonctionnement des équipements redondés;;;;;;;; - Les tests de bascules sont maintenant planifiés sur l'année et exécutés trimestriellement - les rapports de tests sont diffusés et les PA suivis  - Rapport hebdomadaire des incidents établi à partir d'une extraction de Easy vista - Suivi des PAs issus des rapports de test dans SUPER;Détectif;Manuelle;1;2;1;1;2;;2;2;3
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Mouvements sociaux extérieurs;;;;;;;;"Télétravail des cadres possible via VPN depuis domicile ou autres agences Sonatel en cas d'inaccessibilité du site Technopôle (grèves, catastrophes naturelles).Voir PCA Sonatel";Détectif;Manuelle;1;2;1;1;2;;2;2;3
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Bugs ou erreurs de conception ou de développements dans les systèmes d'exploitation ou progiciels tiers;;;;;;;;Execution par DSI/EAI de tests préliminaires à la mise en production des logiciels. Mise en place du CPMEP avec la fourniture des PV de recette amendé pour éviter risque de dysfonctionnement post mise en service;Détectif;Manuelle;2;2;1;1;2;;2;3;2
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Bugs ou erreurs de conception ou de développements dans les systèmes d'exploitation ou progiciels tiers;;;;;;;;Détection mensuelle automatisée par DSI/SSI des failles de sécurité logicielles à l'aide de l'outil QUALIS pour déclenchement éventuel d'installation de Détectifs de sécurité par DSI/A2I(environnement Unix ou environnement Windows).;Détectif;Automatique;2;2;1;1;2;;2;3;2
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Bugs ou erreurs de conception ou de développements dans les systèmes d'exploitation ou progiciels tiers;;;;;;;;Application par DSI/A2I de correctifs  (patch ou de nouvelle version)  émis par les éditeurs de logiciels susceptibles de présenter des vulnérabilités ou des dysfonctionnements;Détectif;Manuelle;2;2;1;1;2;;2;3;2
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Dysfonctionnement de la liaison IP/SAN via fibre optique Médina-Technopôle non redondée.;;;;;;;;Mise en service de la fibre de secours permettant la redondance de la liaison de données Médina-Technopôle.;Préventif;Manuelle;1;2;1;1;2;;2;2;3
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Dysfonctionnement de la liaison IP/SAN via fibre optique Médina-Technopôle non redondée.;;;;;;;;Les liens SAN (Données) et Ethernet (Appli) entre Technopole et Médina sont redondés3 chemins d'accès entre Médina et Technopole :  - Thiaroye/Cambérène/VDN/Médina - Autoroute/Médina - Hann/Pompier/Médina;Préventif;Manuelle;1;2;1;1;2;;2;2;3
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Rupture de stock de pièces détachées;;;;;;;; - Souscription de contrats de maintenance avec des clauses de relève d'incident : anticiper les pannes et relève dans les délais contractuels - Stockage de certaines pièces de rechange (Exemple : imprimantes);Préventif;Manuelle;2;2;1;1;2;;2;3;2
Etudier, Planifier, Construire, Exploiter et Maintenir les systèmes d’information;Administrer l'infrastructure informatique;Administrer l'infrastructure informatique;SNT DSI \ A2I;Installer, Administrer, superviser et optimiser l'infrastructure informatique;Risque d'indisponibilité du service;Rupture de stock de pièces détachées;;;;;;;;"Remplacement des équipements dont la maintenabilité n'est plus garantie.Projet de renouvellement des équipements end of life chaque année";Préventif;Manuelle;2;2;1;1;2;;2;3;2
