Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;CONTRÔLE DESCRIPTION;Type de contrôle;Méthode de contrôle;Proba;Gravité;Financier;RH;Image;Juridique;Client;Criticité;maturité CI
Développer (les marchés, produits, services et la communication) Grand Public;Développer (les marchés, produits, services et la communication) Grand Public;Développer (les marchés, produits, services et la communication) Grand Public;SNT DMGP \ DOM \ DDC;Entrée en relation;Risque de non respect des engagements commerciaux;Absence de réactivité dans l'activation du service OM pour le client final;;;;;;;;Existence d'une activation à temps réel du service au moment de l'inscription;Préventif;Manuelle;2;2;1;;2;;3;4;2
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque de divulgation d’informations confidentielles ;Diffusion non contrôlée d'informations sensibles (stratégie, client, achat, réseau, offre, fournisseurs, personnel);;;;;;;;Clauses de confidentialité prévues dans les contrats des agences de communication;Préventif;Automatique;2;1;1;;2;1;1;3;2
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque de divulgation d’informations confidentielles ;Cohabitation avec des agents non permanents;;;;;;;;objectif :0 papierDCCM dispose d'une broyeuseValidation en fichierStagiaires sur des tâches opérationnelles;Préventif;Manuelle;3;1;1;;2;1;1;4;1
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque de divulgation d’informations confidentielles ;Absence de sécurisation des informations;;;;;;;;- Marquage des documents (secret, confidentiel, interne ou public).- Diffusion restreinte de la roadmap par univers- Gestion des accès au sharepoint - Signature de la charte de déontologie qui recommande la protection de l'information confidentielle au ni;Préventif;Manuelle;2;1;1;;2;1;1;3;2
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Piloter les opérations de sponsoring;Risque de non maîtrise des contrats;Gestion  non optimale des contreparties contractuelles (nature, couverture géographique…);;;;;;;;Piste d'amélioration: mise en place d'un tableau de bord de suivi des contreparties contractuelles mensuelles;Correctif;Manuelle;2;;;;;;;;2
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Piloter les opérations de sponsoring;Risque de non maîtrise des contrats;Manque d'expertise dans les domaines sponsorisés;;;;;;;;Suivi opérationnel des contreparties contractuelles;Préventif;Manuelle;2;2;1;;2;;;3;2
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Piloter les opérations de sponsoring;Risque de non maîtrise des coûts;Rentabilité insuffisante;;;;;;;;recrutement ou externalisation  activité marketing sportif - COPIL sport avec l'ensemble des BU pour synchroniser les événements sponisrisés et optimiser les dépenses de sponsoring;Préventif;Manuelle;2;1;1;;;;;2;2
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque de non maîtrise des coûts;Non optimisation  des canaux de communication ;;;;;;;;Choix des canaux de com sur la base des études media;Préventif;Manuelle;1;1;1;;;;;1;3
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque de non maîtrise des coûts;Non maîtrise des stocks de goodies (Utilisation non contrôlée des goodies);;;;;;;;Suivi mensuel du stock de goodiesRH dédiée à la gestion du stock;Préventif;Manuelle;1;1;1;;;;;1;3
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque de publicité mensongère;Surpromesse commerciale;;;;;;;;Validation de la stratégie et des campagnes de comm par le CoComm1 promesse par message;Détectif;Manuelle;1;2;1;;4;2;2;2;3
Développer (les marchés, produits, services et la communication) Grand Public;Assurer la Communication Marque et produits;Assurer la Communication Marque et produits;SNT DMGP \ DCCM;Elaborer et mettre en œuvre le plan de communication et de promotion des produits;Risque de non respect des dispositions juridiques et règlementaires;Utilisation non autorisée de la propriété intellectuelle;;;;;;;;Tableau de bord de suivi des contrats avant date de finPiste d'amélioration: Projet en cours de Mise en place d'un outil de pilotage des contrats publicitaires ;Préventif;Manuelle;2;3;2;;4;3;;6;2
