Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;CONTRÔLE DESCRIPTION;Type de contrôle;Méthode de contrôle;Proba;Gravité;Financier;RH;Image;Juridique;Client;Criticité;maturité CI
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Traiter les réquisitions judiciaires;Risque de divulgation d’informations confidentielles ;Non respect de la confidentialité des données clients;;;;;;;;Limitation des accès au SIIntérimaires n'ont pas accès, on leur donne les éléments de réponse pour traitement;Préventif;Manuelle;1;2;1;;3;3;;2;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;Retard /absence de transmission des comptes de clôture par DOI,DDE et DOS;;;;;;;; - Automatisation du transfert des comptes de clôture - Développement d'applications dans Oracle (mobile inteface POS) et Gtools (fixe interface Gaia)Impression compte par compte dans Gtools - Pour le mobile impression en masse via Oracle mais un par un (parce que ça ne marche pas) - A VERIFIER - Envoi de mails à DSI pour signaler les dysfonctionnements de Gtools;Préventif;Manuelle;3;2;1;;;2;;5;1
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;Inadéquation charge / capacité (Sous effectif du service Recouvrement);;;;;;;;Piste d'amélioration : Redéploiement de RH prévuApplication pour les comptes de clôture : Gtools;Préventif;Manuelle;3;2;1;;;2;;5;1
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;Mobilité des clients de SNT;;;;;;;;Campagne en S1 2016 avec les ditributeurs de facture pour retrouver les adresses fixes à partir des PC (points de concentration du réseau fixe). Taux d'atteinte de 50%;Correctif;Manuelle;2;2;1;;;2;;3;2
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;Insuffisance de l' adressage du client;;;;;;;;les Sociétés de recouvrement ou les huissiers font des recherches;Correctif;Manuelle;2;2;1;;;2;;3;2
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;contestation par les clients des montants réclamés par SNT;;;;;;;;Check de toutes les créances de 2009 à 2015. les créances supérieures sont passées en pertes et profit par DFC. GC travaille sur les créances restantes;Préventif;Manuelle;2;1;1;;;2;1;3;2
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;Insolvabilité des clients;;;;;;;;Proposition de moratoires;Correctif;Manuelle;1;2;1;;;2;;2;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;Erreurs de facturations;;;;;;;;Vérification de la situation du compte avant envoi au client;Préventif;Manuelle;1;2;1;;;2;;2;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;Non respect des moratoires par le client;;;;;;;;Passage au règlement par  contentieux avec un huissier;Correctif;Manuelle;2;;;;;;;;2
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le recouvrement contentieux ;Risque de non recouvrement des créances;Erreurs de facturations;;;;;;;;Remontée des contestations de consommation à DIS pour vérification et correctionAccord de moratoires au client;Correctif;Manuelle;1;2;1;;;2;;2;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Traiter les réquisitions judiciaires;Risque de non réponse à une réquisition judiciaire;Non fiabilité des données clients du SI ( identification incomplète ou erronée des clients);;;;;;;;DIS suit la fiabilité des saisies effectuées par les commerciaux avec un reporting hebdomadaireProjet d'identification des clients Développement de Orange Money permet l'identification de client;Préventif;Manuelle;2;3;;;;3;;6;2
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Traiter les réquisitions judiciaires;Risque de non réponse à une réquisition judiciaire;Retard dans le traitement des demandes (volume important);;;;;;;;Obligations de sécurité publique :- Réquisitions criminelles (objectif de traitement de 5j) : objectif : 100%- Réquisitions non criminelles (objectif de traitement de 10j) : objectif : 85%- Position déportée RI qui permet  de traiter sur placeRecrutement de 3RH supplémentaires plus les  intérimaires Négociation avec les autorités pour réduire le nombre de réquisitions envoyées;Préventif;Manuelle;1;3;;;;3;;3;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Traiter les réquisitions judiciaires;Risque de non réponse à une réquisition judiciaire;Informations non prises en compte dans nos SI (non disponible) :  ex : contenus communications, sms, ordinateurs portables;;;;;;;;Réponse envoyée pour dire qu'on n'a pas l'info dans notre SI avec la protection des données personnelles;Préventif;Manuelle;1;3;;;;3;;3;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le contentieux;Risque de perte de procès;Dossier incomplet (archivage);;;;;;;;Demande à DMGP de déposer les règlements des jeux à DRJ pour déposer chez le huissierSensibilisation régulière des structures : DMGP, DRH et DVRécapitulatif en fin d'année de tous les dossiers en cours et envoi aux directions concernées;Préventif;Manuelle;2;3;2;;3;3;;5;2
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le contentieux;Risque de perte de procès;Dossier incomplet (archivage);;;;;;;;Arguments juridiques pour défendre les intérêts de Sonatel;Correctif;Manuelle;2;3;2;;3;3;;5;2
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le contentieux;Risque de perte de procès;Non respect de la règlementation (droit à l'image);;;;;;;;Existence de procédure de conservation des imageset sur les droits à l'imageTous les contrats soient validés par DRJRespect des délais légaux dans le cadre de la gestion de contentieux;Préventif;Manuelle;1;3;2;;3;3;;3;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le contentieux;Risque de perte de procès;Non respect de la legislation;;;;;;;;Provisions pour chaque litige où il risque d' y avoir une condamnation : transmission à la DFC d'une liste mensuelle;Correctif;Manuelle;1;3;2;;3;3;;3;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Gérer les dossiers et le Recouvrement Contentieux;Gérer les dossiers et le Recouvrement Contentieux;SNT DRJ \ CONT;Gérer le contentieux;Risque de perte de procès;Jurisprudence défavorable;;;;;;;; - On porte plainte systématiquement et un avocat est commis - Constitution de dossiers - Arguments juridiques;Correctif;Manuelle;1;3;2;;3;3;;3;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Assurer le management des aspects Juridiques des achats, Produits et Services;Assurer le management des aspects Juridiques des achats, Produits et Services;SNT DRJ \ DAPS;Réaliser les études et consultations juridiques et réglementaires ;Risque de conseils inadaptés;Non prise en compte des nouveaux textes;;;;;;;;Existence d'une veille sur la propriété intellectuelle :  - Suivi au niveau des organismes comme BSDA, - Remontées faites par des organismes qui s'occupent de la collecte des données d'ordre jurisprudentiel, - Consultation des journaux officiels…. - Existence d'un service veille - Partage entre les différents département des dossiers traités;Préventif;Manuelle;1;2;1;;2;3;;2;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Assurer le management des aspects Juridiques des achats, Produits et Services;Assurer le management des aspects Juridiques des achats, Produits et Services;SNT DRJ \ DAPS;Réaliser les études et consultations juridiques et réglementaires ;Risque de conseils inadaptés;Non exhaustivité/impertinence des éléments d'informations dans la saisine ;;;;;;;;Demande d'informations complémentaires en cas de non exhaustivité des informations reçues lors de la saisine : explications, éléments de preuves…Projet d'automatisation en cours pour le traitement des ebm. Réception prévue pour le second semestre;Préventif;Manuelle;1;2;1;;2;3;;2;3
Adapter l’Entreprise à l’environnement juridique et réglementaire;Assurer le management des aspects Juridiques des achats, Produits et Services;Assurer le management des aspects Juridiques des achats, Produits et Services;SNT DRJ \ DAPS;Réaliser les études et consultations juridiques et réglementaires ;Risque de conseils inadaptés;Non prise en compte ou mauvaise interprétation des nouveaux textes;;;;;;;;Communication des nouveaux textes par le service veille et performance toutes les semainesUn bulletin de veille est élaboré toute les semainesNote d'information diffusée pour les nouveaux textes très spécifiques;Préventif;Manuelle;1;2;2;;2;3;2;2;3
